iso,angry_avg,disgust_avg,fear_avg,happy_avg,neutral_avg,sad_avg,surprise_avg,anger_dom_pct,disgust_dom_pct,fear_dom_pct,happy_dom_pct,neutral_dom_pct,sad_dom_pct,surprise_dom_pct
MYS,0.08125841374903058,0.07740992204344366,0.013447227376813177,0.5003132459734423,0.21428732702042907,0.05222667602804275,0.061057169795206465,7.6923076923076925,7.6923076923076925,0.0,53.84615384615385,23.076923076923077,3.8461538461538463,3.8461538461538463
NAM,0.15276235528290272,0.2578479126095772,0.007637133589014411,0.007639396353624761,0.27643019426614046,0.1979508437216282,0.09973214217461646,0.0,0.0,0.0,0.0,50.0,50.0,0.0
NGA,0.03463861267082393,0.03744216039776802,0.012466579326428473,0.3698078490793705,0.2178097043186426,0.12026117313653231,0.2075739171123132,0.0,0.0,0.0,40.0,40.0,0.0,20.0
NLD,0.21822999828339865,0.08420649541076272,0.004200915443167711,0.40297057304996997,0.25214265738613906,0.0207437878047737,0.017505571067643663,26.666666666666668,6.666666666666667,0.0,46.666666666666664,20.0,0.0,0.0
NOR,0.43464637168550063,0.21291384353701556,0.007785418544829424,0.1399152375691171,0.1504769192875496,0.040960260500599234,0.013301965680771641,57.14285714285714,14.285714285714285,0.0,14.285714285714285,14.285714285714285,0.0,0.0
NPL,0.1191164559374253,0.04452310378352801,0.019510116272916395,0.15223911501622447,0.25151711485038203,0.10918481384093563,0.3039092623318235,0.0,0.0,0.0,16.666666666666664,33.33333333333333,16.666666666666664,33.33333333333333
NZL,0.07564127519726753,0.1590593658387661,0.1474009219557047,0.19806323274970056,0.026259542279876768,0.1755433135665953,0.21803234722465276,0.0,20.0,0.0,20.0,0.0,20.0,40.0
OMN,0.0004119698132853955,0.0022580381482839584,0.00020071640028618276,0.0028609640430659056,0.9906861186027527,0.0012020872673019767,0.0023800013586878777,0.0,0.0,0.0,0.0,100.0,0.0,0.0
PAK,0.2722154769985734,0.15371131798778864,0.016116595662543146,0.17077449811166961,0.24271729075775036,0.09742509563954588,0.04703971399272711,34.78260869565217,13.043478260869565,0.0,17.391304347826086,26.08695652173913,4.3478260869565215,4.3478260869565215
PER,0.04213449669380983,0.14435048419982194,0.02135146879591048,0.5191596406822403,0.0906151659922519,0.03362358564627357,0.14876516088843345,0.0,26.666666666666668,0.0,53.333333333333336,13.333333333333334,0.0,6.666666666666667
PHL,0.059971822204614805,0.1576089930644634,0.023853607944652647,0.2586994367561096,0.38561795099263285,0.07165108206875932,0.04259709626542948,2.7777777777777777,16.666666666666664,0.0,25.0,55.55555555555556,0.0,0.0
PNG,0.006902742354820172,0.00430850552705427,0.0017742091634621222,0.9555878639221191,0.005689480109140277,0.02122061882012834,0.004516587088194986,0.0,0.0,0.0,100.0,0.0,0.0,0.0
POL,0.23234799089841546,0.08145390808349476,0.006901786224625539,0.2283938446547836,0.4022993135382421,0.009704277676064521,0.03889883420197293,30.0,0.0,0.0,20.0,50.0,0.0,0.0
PRK,0.09066436451782162,0.1100691046876212,0.018237665716636306,0.09239675870824916,0.17137542064204656,0.07698010831372812,0.4402765851196212,6.666666666666667,6.666666666666667,0.0,10.0,20.0,3.3333333333333335,53.333333333333336
PRT,0.013315836965505565,0.018002386138375317,0.0590980753103005,0.13240603414098068,0.1495537534023502,0.13266463710793427,0.49495928766139385,0.0,0.0,0.0,14.285714285714285,14.285714285714285,14.285714285714285,57.14285714285714
PRY,0.33708318077697186,0.06736931173145422,0.007400438516924623,0.49965899222297594,0.018225789623102173,0.029122010731953196,0.04114034850499593,50.0,0.0,0.0,50.0,0.0,0.0,0.0
QAT,0.06373962783254683,0.040841308422386646,0.03258706098422408,0.22394011698197575,0.3578982153441757,0.034679084457457064,0.24631461527897044,0.0,0.0,0.0,40.0,40.0,0.0,20.0
ROU,0.43441152572631836,0.13455572724342346,0.007513351738452911,0.0021606688387691975,0.11106306314468384,0.3094283938407898,0.0008673464762978256,100.0,0.0,0.0,0.0,0.0,0.0,0.0
RUS,0.0607007507840992,0.10753205460280853,0.015269519848195684,0.12429614771426233,0.4604189712779867,0.18999071542423893,0.041791843004229313,4.845814977973569,8.370044052863436,0.0,12.334801762114537,52.863436123348016,18.94273127753304,2.643171806167401
RWA,0.29323046503122896,0.1850094257388264,0.015643160596179467,0.01740773306422246,0.42758262902498245,0.03502714051865041,0.02609946391021367,33.33333333333333,16.666666666666664,0.0,0.0,50.0,0.0,0.0
SAU,0.010505503033831095,0.033878770268832646,0.011777977090484152,0.41735295082132023,0.3108295847972234,0.17875264072790742,0.03690259647555649,0.0,0.0,0.0,33.33333333333333,66.66666666666666,0.0,0.0
SDN,0.020246023242361844,0.023597419355064632,0.014628333994187415,0.19175479668192566,0.6185692541301251,0.12453801017254591,0.0066661577671766285,0.0,0.0,0.0,20.0,60.0,20.0,0.0
SEN,0.06668621320277453,0.24121483117341996,0.003728404000867158,0.2165821715258062,0.252672691270709,0.19902873858809472,0.020086931553669272,0.0,20.0,0.0,40.0,20.0,20.0,0.0
SGP,0.020647945169184823,0.014941645399085246,0.014782967198698316,0.5715550560911652,0.13319121561362407,0.0822548278461909,0.1626263544370886,0.0,0.0,0.0,60.0,10.0,10.0,20.0
SLB,0.09233683596054713,0.35822849596540135,0.00461543786029021,0.29486590328936774,0.18230735075970492,0.05824117114146551,0.009404797572642565,0.0,33.33333333333333,0.0,33.33333333333333,33.33333333333333,0.0,0.0
SLE,0.04077789396978915,0.13059481357534727,0.00595437297791553,0.45015195198357105,0.19126248576988777,0.038256057227651276,0.14300247270148247,0.0,16.666666666666664,0.0,66.66666666666666,16.666666666666664,0.0,0.0
SOM,0.048044000315712765,0.03413229353463976,0.008000230605830438,0.5220697894692421,0.24721509140363196,0.003417620035179425,0.13712093434878625,0.0,0.0,0.0,75.0,25.0,0.0,0.0
SRB,0.15791829278027908,0.11844868078121855,0.02195005089555296,0.3838758333999243,0.16015473008155823,0.03585717889748799,0.12179522305321429,19.35483870967742,3.225806451612903,0.0,45.16129032258064,16.129032258064516,0.0,16.129032258064516
